Date,Coal_RB_4800_FOB_London_Close_USD,Coal_RB_5500_FOB_London_Close_USD,Coal_RB_5700_FOB_London_Close_USD,Coal_RB_6000_FOB_CurrentWeek_Avg_USD,Coal_India_5500_CFR_London_Close_USD,Price_WTI,Price_Brent_Oil,Price_Dubai_Brent_Oil,Price_ExxonMobil,Price_NTPC,Price_Shenhua,tempmax_RB,tempmin_RB,temp_RB,dew_RB,humidity_RB,precip_RB,preciptype_RB,windspeed_RB,tempmax_Limpopo,tempmin_Limpopo,temp_Limpopo,dew_Limpopo,humidity_Limpopo,precip_Limpopo,preciptype_Limpopo,windspeed_Limpopo
9/25/2020,35.59,48.02,56.57,58.95,59.12,40.25,41.92,41.6,34.64,84.8,13.54,36.2,20.1,26.9,15,51.5,0,,31.7,31,13,22.2,6.6,40.1,0,,17.6
9/28/2020,35.59,48.02,56.57,58.95,59.12,40.6,42.43,41.62,35.31,87.5,13.94,37,14.6,16.8,14.8,88.7,24.408,rain,21.2,26,12.8,18.4,11.3,66.6,0,,23.2
9/29/2020,35.59,48.02,56.57,58.95,59.12,39.29,41.03,41.53,34.28,85.15,13.92,33,14.5,17.7,15,84.9,10.346,rain,18.4,24,15,18.4,13.2,73.2,0,,22.3
9/30/2020,35.59,48.02,56.57,58.95,59.12,40.22,40.95,41.49,34.33,85.1,13.9,20.8,14.8,18.1,14,77.7,0.03,rain,25.9,20,13.8,16.1,11.9,76.8,0.402,rain,22.1
10/1/2020,35.59,48.02,56.57,58.95,59.12,38.72,40.93,40.3,33.13,84.9,,23,17.3,19.8,16,78.9,0.009,rain,36.7,26,12.9,17.9,14.6,83,12.729,rain,22.3
10/2/2020,35.81,49.65,58.87,61.72,58.67,37.05,39.27,38.48,32.98,,,31,16.3,18.1,14.1,77.7,0.422,rain,25.2,18,13.9,15.9,13.3,84.8,25.069,rain,31.7
10/5/2020,35.81,49.65,58.87,61.72,58.67,39.22,41.29,40.42,33.74,84.45,13.7,31,19.6,21.7,19,85,4.013,rain,31.7,23,16,18.8,15.1,79.7,0,,20.5
10/6/2020,35.81,49.65,58.87,61.72,58.67,40.67,42.65,41.56,33.39,84.15,13.74,22.3,19.1,20.8,17.9,83.5,0.2,rain,24.8,19,15,16.7,14.6,87.6,0.915,rain,19.5
10/7/2020,35.81,49.65,58.87,61.72,58.67,39.95,41.99,40.98,33.5,82.8,13.76,30,18.1,22.5,16.8,71.1,0.4,rain,27,17.7,13.8,15.9,12.9,82.9,0.002,rain,33.1
10/8/2020,35.81,49.65,58.87,61.72,58.67,41.19,43.34,41.88,35.26,82.6,13.4,31,18.6,23.1,16.5,67.6,0,,37.1,18,11.2,15.4,11.4,78.2,0,,24.1
10/9/2020,35.33,47.56,56.82,59.93,57.95,40.6,42.85,41.48,34.74,82.9,13.72,31,18.9,22.6,18.2,76.8,0,,29.2,27,12.8,19.9,11.7,62.6,0,,18.4
10/12/2020,35.33,47.56,56.82,59.93,57.95,39.43,41.72,40.78,34.63,82.75,13.84,20.2,13.6,17.4,13.1,76.4,6.341,rain,20.9,15,10.8,12.7,10.1,84.3,5.95,rain,22.1
10/13/2020,35.33,47.56,56.82,59.93,57.95,40.2,42.45,41.24,34.22,82.65,,32.1,16.3,22.3,15.3,66.2,0.395,rain,33.4,23.2,10.2,16.8,10.1,67.9,0,,13
10/14/2020,35.33,47.56,56.82,59.93,57.95,41.04,43.32,41.78,34.15,79.1,13.76,27,16.2,19.5,14.8,74.7,0.004,rain,25.9,22.8,13.8,17.3,11.2,68.4,0,,25
10/15/2020,35.33,47.56,56.82,59.93,57.95,40.96,43.16,41.65,34.45,79,13.96,30.2,16.6,22.9,15.3,63.9,0.198,rain,28.8,25,12,17.9,10.8,65.6,0,,13
10/16/2020,33.86,45.32,54.61,57.01,56.36,40.88,42.93,41.48,34.1,80.3,14.06,25,17.2,21.4,17.1,76.7,0.7,rain,36.4,31,14,21.9,12.4,58.4,0,,28.6
10/19/2020,33.86,45.32,54.61,57.01,56.36,40.83,42.62,41.37,33.42,81.65,13.78,27.3,19.9,23.1,18.4,75.4,0.2,rain,23.4,32,17,24.6,12,48.6,0.087,rain,18.4
10/20/2020,33.86,45.32,54.61,57.01,56.36,41.46,43.16,41.59,33.7,80.65,13.72,26.6,17.3,21.5,18.6,83.9,2.164,rain,38.9,34.1,17.8,25.9,7.5,37.9,0,,23.2
10/21/2020,33.86,45.32,54.61,57.01,56.36,40.03,41.73,41.07,33.16,82.3,13.8,24,18.6,20.8,15.6,72.7,0.003,rain,27.7,25,16,20,11.7,60.2,0,,29.5
10/22/2020,33.86,45.32,54.61,57.01,56.36,40.64,42.46,41.31,34.86,84.65,13.82,25.8,16.5,21.9,17.1,74.9,0.198,rain,38.9,27,14,19.6,11.6,62.7,0,,17.5
10/23/2020,34.56,45.67,55.01,57.37,56.1,39.85,41.77,41.14,34.16,86.25,14.08,27.4,20.6,23.5,19,76.3,0.002,rain,38.9,30,14,21.2,12.7,61.5,0,,20.5
10/26/2020,34.56,45.67,55.01,57.37,56.1,38.56,40.46,40.89,33.35,85.95,,27,18.6,21.7,17.4,76.4,0.5,rain,29.5,27.1,18.1,22.9,9,41.8,0,,27.7
10/27/2020,34.56,45.67,55.01,57.37,56.1,39.57,41.2,40.98,32.82,89.45,14,29.2,18.2,24.1,18.7,72.9,0.15,rain,29.9,28,16,21.7,11.6,55,0,,27.7
10/28/2020,34.56,45.67,55.01,57.37,56.1,37.39,39.12,40.75,31.57,88.1,13.64,34.9,21.9,26.8,20.1,68.2,0,,32,29.8,16,23.5,9.6,44.6,0,,23.4
10/29/2020,34.56,45.67,55.01,57.37,56.1,36.17,37.65,40.68,32.97,86.5,13.64,37.4,23.2,27.3,18.5,61.6,0,,32.4,29.1,17,23.4,2.4,26.9,0,,27.7
10/30/2020,35.11,46.43,55.61,59.71,56.48,35.79,37.46,40.66,32.62,87.6,13.4,29,17.7,21.9,18.3,80.3,5.099,rain,42.5,29.8,15,23.6,6.4,34.2,0,,25.9
11/2/2020,35.11,46.43,55.61,59.71,56.48,36.81,38.97,38.36,33.99,89.2,13.52,29,16,20.2,18,87.7,35.246,rain,40.7,26,14,19.2,12.5,67,0,,20.4
11/3/2020,35.11,46.43,55.61,59.71,56.48,37.66,39.71,39.16,33.41,85.95,13.56,30.8,17.6,24.1,19.7,77.4,0,,40.7,27,15.9,21.3,12.9,60.5,0.009,rain,18.4
11/4/2020,35.11,46.43,55.61,59.71,56.48,39.15,41.23,40.55,33.23,85.1,13.56,30.6,19.8,24.7,20.7,79,0,,37.1,26,19,22,14.1,62.1,0.061,rain,18.4
11/5/2020,35.11,46.43,55.61,59.71,56.48,38.79,40.93,40.14,33.17,86.8,13.76,30,20.8,25.2,20.4,75.6,0.35,rain,28.8,26,17,20.2,13.9,68.2,7.105,rain,29.5
11/6/2020,36.13,47.56,56.76,61.35,57.65,37.14,39.45,39.28,32.78,87.3,14,31.9,21,25.7,18.7,66.7,0,,25.6,31,14.9,22.8,14.6,62.5,5.983,rain,22.2
11/9/2020,36.13,47.56,56.76,61.35,57.65,40.29,42.4,41.4,36.93,89.45,13.88,33.9,19.2,23.3,19.8,81.2,1.1,rain,29.5,32.2,22,26.9,12.4,41.6,0,,22.3
11/10/2020,36.13,47.56,56.76,61.35,57.65,41.36,43.61,42.19,36.86,91.5,14.3,33,16.5,20.3,17.8,86,18.048,rain,25.9,23,17.8,20.1,14.9,72.4,0.009,rain,29.5
11/11/2020,36.13,47.56,56.76,61.35,57.65,41.45,43.8,42.36,36.48,92.9,14.9,31,17.5,20.8,16.8,78.7,23.498,rain,20.5,23,14.9,18.5,13.7,74.4,0.101,rain,18.4
11/12/2020,36.13,47.56,56.76,61.35,57.65,41.12,43.53,42.37,35.23,90.8,14.76,24,16.9,20.8,15.3,71.4,0.1,rain,19.4,22.1,15,18.4,12.3,68.9,0,,20.4
11/13/2020,38.86,50.86,60.87,67.13,59.33,40.13,42.78,41.87,36.08,91.45,14.32,29.4,18.2,23.4,17.3,69.3,0,,27.4,28,12,19.9,7,50.3,0,,18.4
11/16/2020,38.86,50.86,60.87,67.13,59.33,41.34,43.82,42.52,38.16,,14.72,29,18.5,24.3,19.7,76.9,0.5,rain,22.7,30,16.9,23.5,9.5,42.4,0,,16.6
11/17/2020,38.86,50.86,60.87,67.13,59.33,41.43,43.75,42.49,38.67,88.7,14.86,32,19.3,25.1,19.2,71.1,0.034,rain,30.2,31,19,24.5,11.1,44.6,0,,18.4
11/18/2020,38.86,50.86,60.87,67.13,59.33,41.82,44.34,42.69,37.21,88.3,14.78,34.1,21,25.9,19.9,70.8,1.346,rain,22.3,32,18,24.9,9.5,40.6,0,,17.5
11/19/2020,38.86,50.86,60.87,67.13,59.33,41.74,44.2,42.6,37.4,89.8,14.48,29,18.5,21.7,18.7,83.1,16.751,rain,37.4,33,19,26.3,9.9,37.4,0,,21.4
11/20/2020,40.1,51.78,62.43,69.79,60.38,42.15,44.96,42.84,36.94,91.8,14.42,27,17,20.6,16.4,77.2,0.4,rain,33.5,24,17,20.1,13.7,67.3,0,,28.7
11/23/2020,40.1,51.78,62.43,69.79,60.38,43.06,46.06,43.08,39.36,93.65,14.8,32.6,19.1,25.8,20.3,73.1,0.5,rain,25.9,31,19,22.9,16.6,69.6,0.398,rain,18.4
11/24/2020,40.1,51.78,62.43,69.79,60.38,44.91,47.86,43.4,41.98,94.15,15.08,30.1,20.3,24.3,20.5,79.9,3.583,rain,29.2,35,17.8,26.2,14.7,55.6,0.026,rain,20.4
11/25/2020,40.1,51.78,62.43,69.79,60.38,45.71,48.61,43.52,40.81,93.95,15.12,24.5,18.5,22.1,16.8,72.4,3.53,rain,25.9,30,18,24.3,15.7,61.2,29.939,rain,31.7
11/26/2020,40.1,51.78,62.43,69.79,60.38,44.98,47.8,,,94.1,15.4,27.3,18.2,23.4,18.9,76.4,0.007,rain,22.3,25.2,17,21.1,16,73.5,19.941,rain,27.6
11/27/2020,43.19,55.76,68.39,77.72,66.19,45.53,48.18,43.44,40.19,94.7,15.36,22.9,18.8,21.3,16.6,75.2,1.037,rain,31.5,26,18,21.5,16.5,74.5,0,,27.5
11/30/2020,43.19,55.76,68.39,77.72,66.19,45.34,47.59,43.39,38.13,,14.98,28.4,17.3,23.3,16.4,66.6,0.1,rain,32.4,26.2,15,21,13.6,64.5,0,,20.5
12/1/2020,43.19,55.76,68.39,77.72,66.19,44.55,47.42,46.96,38.5,93.75,15.06,25.9,19.1,22.6,18.3,76.8,0.403,rain,31.6,31,18,23.8,14.1,57.5,0,,24.1
12/2/2020,43.19,55.76,68.39,77.72,66.19,45.28,48.25,47.67,39.94,94.8,15.26,21.7,17.6,20.3,15.3,73.6,8.575,rain,31.7,25,17,21.2,13.7,62.9,0.011,rain,28.7
12/3/2020,43.19,55.76,68.39,77.72,66.19,45.64,48.71,48.04,40.21,98.55,15.08,26.3,16.6,21.9,16.6,73,0.033,rain,27.5,20,15.7,17.8,13.4,75.8,0,,22.3
12/4/2020,44.27,59.58,74.18,81.9,71.19,46.26,49.25,48.35,41.68,98.55,14.76,22.1,19.3,21.2,17.3,78.8,15.165,rain,24.5,28,16.9,21.5,14.2,65.3,1.983,rain,27.7
12/7/2020,44.27,59.58,74.18,81.9,71.19,45.76,48.79,48.23,40.9,99.75,14.28,30.3,20.8,25.1,19.8,73.5,0.202,rain,27,23,17,19.8,14.7,73.3,0,,24.1
12/8/2020,44.27,59.58,74.18,81.9,71.19,45.6,48.84,48.28,42.24,98.2,14.3,29.1,21.1,25.1,18.8,69.5,0,,33.1,24,16.8,20.1,13.5,67.1,0,,24.1
12/9/2020,44.27,59.58,74.18,81.9,71.19,45.52,48.86,48.42,42.8,98.3,14.52,31.6,22.3,25.9,19.2,68,2,rain,31.3,28,18,22.5,14.1,60.8,0,,20.3
12/10/2020,44.27,59.58,74.18,81.9,71.19,46.78,50.25,49.29,44.01,97.15,14.58,29.8,22.3,25.1,20.7,77.1,0.014,rain,27.7,31.2,18,24.4,14.6,57.2,0,,21.4
12/11/2020,44.95,59.94,74.55,84.49,69.44,46.57,49.97,49.22,43.8,102.4,14.86,34.1,22.4,26.6,21.7,76,0.023,rain,24.1,33,18.8,25.8,14.5,51.8,0,,16.6
12/14/2020,44.95,59.94,74.55,84.49,69.44,46.99,50.29,49.46,42.22,104.6,14.4,35.5,22.6,28.2,21.8,70,0,,24.8,24,19,21.3,16.9,76.5,47.585,rain,19.6
12/15/2020,44.95,59.94,74.55,84.49,69.44,47.62,50.76,49.81,43.04,105.85,14.6,28.1,21.7,25.4,22,81.7,0.41,rain,22.3,24,18,20.4,16.3,78,10.163,rain,13
12/16/2020,44.95,59.94,74.55,84.49,69.44,47.82,51.08,49.96,43.7,104.9,14.64,27.8,19.2,23.8,18.6,73.3,0.008,rain,26.6,24,18.8,21,15.8,72.4,0.003,rain,25.7
12/17/2020,44.95,59.94,74.55,84.49,69.44,48.36,51.5,50.08,43.48,104.45,14.62,29.6,17.6,24.7,19.2,72.8,0.3,rain,25.8,22,17.9,19.4,16.2,82.1,8.247,rain,14
12/18/2020,50.37,66.25,82.07,97.92,74.89,49.1,52.26,50.34,42.73,103.75,15.08,29,22.5,25.4,21.9,81.2,0.005,rain,20.5,24.1,18,20.4,17.3,83.3,9.14,rain,18.2
12/21/2020,50.37,66.25,82.07,97.92,74.89,47.74,50.91,49.86,41.95,97.5,15.16,35.1,23.8,28.5,21.6,68.2,0,,28.8,29,18,22.8,17.8,74.9,0.2,rain,22.1
12/22/2020,50.37,66.25,82.07,97.92,74.89,47.02,50.08,49.57,41.24,98.9,14.74,30.5,23.6,26.3,22.7,81.1,0.8,rain,24.1,30,21,24.1,18.8,74,0.009,rain,16.6
12/23/2020,50.37,66.25,82.07,97.92,74.89,48.12,51.2,49.81,41.77,98.55,14.84,26.9,22.3,24.6,21.9,85.1,15.961,rain,24,31,21,25.8,18.7,66.7,0.061,rain,22.2
12/24/2020,48.79,65.58,81.31,97.4,75.83,48.23,51.29,49.84,41.6,99.95,14.8,27.5,21.7,24.6,19.8,75.7,0.198,rain,24.5,26,18,21.7,18.5,82.7,8.939,rain,20.5
12/25/2020,,,,,,,,,,,,28.3,20.3,24.2,20.2,78.9,0.073,rain,26.3,24.7,17.8,20.3,16.6,79.7,0.002,rain,17.5
12/28/2020,,,,97.4,,47.62,50.86,49.77,41.74,100.45,14.84,28,21.6,25.1,19.7,72.1,0,,28.4,30,21,25.3,17.9,65.7,0.017,rain,20.5
12/29/2020,48.79,65.58,81.31,97.4,75.83,48,51.09,49.78,41.27,98.6,14.76,36.1,22,28.8,21.9,67.7,0,,28.4,30.1,19.9,24.2,17.3,68.3,0,,13
12/30/2020,48.79,65.58,81.31,97.4,75.83,48.4,51.34,49.82,41.6,99.1,14.64,28.5,23.1,26.4,22.2,77.8,0.1,rain,24.1,31.2,20,25.3,16.2,60.3,0,,22.2
12/31/2020,47.03,62.38,76.92,91.34,73.43,48.52,51.8,49.81,41.22,99.35,14.6,37.8,21.3,28.6,21.6,68,0,,27,29,21,24.8,17.1,63.5,0,,30.7
1/1/2021,,,,,,,,,,99.05,,25.8,20.6,22.9,,87.5,25.956,rain,33.5,30,20.1,23.9,17.9,70.6,0.397,rain,24.1
1/4/2021,47.03,62.38,76.92,91.34,73.43,47.62,51.09,50.61,41.5,99.05,14.58,30.5,22.5,25.8,22.1,80.4,6.974,rain,24,28.1,16.9,22.1,15.2,67.4,0,,14.7
1/5/2021,47.03,62.38,76.92,91.34,73.43,49.93,53.6,52.84,43.5,97.6,14.6,33.6,23.1,26.6,23,81.9,2.491,rain,27,31,18,24.3,15.5,61.2,0,,13
1/6/2021,47.03,62.38,76.92,91.34,73.43,50.63,54.3,53.63,44.61,97.85,14.8,26.4,22.8,24.1,20.9,82.7,27.676,rain,33.8,34,19,24.8,16.5,63.1,0.087,rain,30.7
1/7/2021,47.03,62.38,76.92,91.34,73.43,50.83,54.38,53.78,44.96,97,14.88,26.7,20.3,23.9,18.3,71.7,0,,26.6,24,18.8,20.6,17,80.5,17.028,rain,24.1
1/8/2021,46.09,62.53,76.28,87.88,69.63,52.24,55.99,55.06,45.46,100.15,14.96,31.3,19.3,26,20.5,72.7,0.1,rain,25.8,27,18,21.8,16.7,73.9,0,,13
1/11/2021,46.09,62.53,76.28,87.88,69.63,52.25,55.66,54.78,46.84,99,14.86,28,20.6,24.9,20.7,78.4,3.186,rain,21.6,25,19,21.4,15.8,71.2,0,,17.6
1/12/2021,46.09,62.53,76.28,87.88,69.63,53.21,56.58,55.37,47.88,100.15,14.9,31.7,21.8,26.8,21.3,73.9,0.199,rain,24,27.7,17,22.3,15.8,68.2,0,,16.6
1/13/2021,46.09,62.53,76.28,87.88,69.63,52.91,56.06,54.96,48.42,102.55,15.74,30.7,22.6,27.1,22.4,76.5,0,,20.2,28,18.2,23.2,15.6,64.4,0,,18.4
1/14/2021,46.09,62.53,76.28,87.88,69.63,53.57,56.42,55.17,50.31,102.2,15.86,32.1,23.6,27.5,22.3,74,0.1,rain,21.6,28,19,22.7,16.5,70,0,,20.5
1/15/2021,49.78,67.84,81.81,95.54,72.55,52.36,55.1,54.53,47.89,100.45,15.74,33.7,24.1,28.6,22.1,69.7,0.8,rain,31.3,28,19,22.8,17.4,72.9,0,,20.5
1/18/2021,49.78,67.84,81.81,95.54,72.55,52.36,54.75,,,97.55,15.98,27.6,20.8,24.5,19.4,74.2,0.402,rain,20.5,26,18.2,21.4,15.4,69.7,0,,21.5
1/19/2021,49.78,67.84,81.81,95.54,72.55,52.98,55.9,54.89,48.84,99.65,15.98,31.5,21.1,26.5,18.6,63.1,0.594,rain,31.3,25.8,17,20.7,14.7,70.1,0,,16.6
1/20/2021,49.78,67.84,81.81,95.54,72.55,53.24,56.08,54.97,49.53,98.3,15.7,26.6,21.6,24.9,19.9,74.3,1.4,rain,35.3,30,16,22.9,15.8,66.7,0,,24.1
1/21/2021,49.78,67.84,81.81,95.54,72.55,53.13,56.1,54.95,48.11,96.1,15.86,29.6,20.3,25.6,20.4,73.7,2.176,rain,21.6,26,19.1,21.9,16,69.7,0,,18.4
1/22/2021,45.25,62.04,76.72,89.97,72.96,52.27,55.41,54.76,47.43,94.05,15.36,34.3,23.5,28,21.2,68.6,0,,31,30,17.8,22.8,11.3,53.8,0,,22.3
1/25/2021,45.25,62.04,76.72,89.97,72.96,52.77,55.88,54.87,46.9,93.2,15.12,22.9,18.8,21.5,20,91.2,127.538,rain,35.1,25,19,21.1,18.1,83.5,6.673,rain,29.5
1/26/2021,45.25,62.04,76.72,89.97,72.96,52.61,55.91,54.82,45.87,,14.84,32.9,20.6,26.6,21.5,75,0.2,rain,29.5,25,18,21,17.5,80.8,0.007,rain,24.1
1/27/2021,45.25,62.04,76.72,89.97,72.96,52.85,55.81,54.81,45.35,91.3,14.84,31.6,22,26.5,23.5,83.8,5.992,rain,23.4,28.1,19,23.3,17.5,71.8,0.297,rain,22.3
1/28/2021,45.25,62.04,76.72,89.97,72.96,52.34,55.53,54.76,46.06,91.6,14.54,23.5,20.6,22.2,20.4,90.1,22.124,rain,32.4,29,20.7,22.3,18.7,80.9,3.967,rain,22.3
1/29/2021,45.53,62.85,77.12,87.76,71.34,52.2,55.88,54.77,44.84,88.95,14.38,27.2,20.6,24.6,21.1,81.1,0.9,rain,15.5,25,18,20.9,16.8,78.1,0,,25.9
2/1/2021,45.53,62.85,77.12,87.76,71.34,53.55,56.35,55.66,44.92,92,14.26,27.1,18.7,24.6,21.5,82.9,12.081,rain,38.9,25,19,21,17.7,81.6,3.287,rain,13
2/2/2021,45.53,62.85,77.12,87.76,71.34,54.76,57.46,56.71,45.63,94.15,14.1,24.4,18.1,21.8,16.9,74.2,4.097,rain,25.2,23.1,16.3,19.6,15.2,76.4,0,,27.7
2/3/2021,45.53,62.85,77.12,87.76,71.34,55.69,58.46,57.69,47.42,96.95,14.06,28.3,19.3,24,20.4,81.2,0.016,rain,14,25,16.1,20.6,16.4,77.5,0,,13
2/4/2021,45.53,62.85,77.12,87.76,71.34,56.23,58.84,57.97,48.33,99.05,14.02,30.4,23.3,26,23.7,87.2,1,rain,16.5,28,19,22.8,18.3,77.2,2.996,rain,18.4
2/5/2021,43.02,60.88,74.72,83.95,70.01,56.85,59.34,58.4,49.95,99.5,13.88,28.9,22.6,25.9,22.9,84,1.5,rain,17.3,28,18,21.5,16.8,77.3,57.655,rain,27.7
2/8/2021,43.02,60.88,74.72,83.95,70.01,57.97,60.56,59.36,52.1,100.3,13.86,29.4,22.6,26.2,23.3,84.3,2.1,rain,18.3,26,18,21,17,79.1,25.776,rain,13
2/9/2021,43.02,60.88,74.72,83.95,70.01,58.36,61.09,59.63,50.63,99.95,13.98,28.1,23.1,25.5,22.5,83.9,20.076,rain,16.5,28,18,22.4,16.4,71.3,0.1,rain,16.6
2/10/2021,43.02,60.88,74.72,83.95,70.01,58.68,61.47,59.69,51.12,99.85,13.98,29.2,23.1,26.2,23.1,83.2,1.5,rain,17.3,28,17.9,22.3,16,69.4,0.2,rain,18.4
2/11/2021,43.02,60.88,74.72,83.95,70.01,58.24,61.14,59.56,49.84,97.3,14.02,29.2,23.3,26.6,22.5,78.6,0.603,rain,14.4,26.2,17,21.7,15.4,68.9,0,,18.4
2/12/2021,46.13,64.23,78.89,90.18,73.09,59.47,62.43,60.23,50.52,95.95,,28.2,24.1,25.9,23.5,86.6,7.8,rain,13,25,17,21.7,15.5,69.4,1.1,rain,16.6
2/15/2021,46.13,64.23,78.89,90.18,73.09,60.09,63.3,,,95.2,,29.6,20.1,24.9,23.1,89.6,40.586,rain,43.2,27,20,22.4,18.6,80.4,9.916,rain,14
2/16/2021,46.13,64.23,78.89,90.18,73.09,60.05,63.35,60.6,52.04,98,14.42,25.1,19.5,22.7,17.3,72.6,25.885,rain,46.8,24,18.2,21.2,16.1,73.3,6.941,rain,24.1
2/17/2021,46.13,64.23,78.89,90.18,73.09,61.14,64.34,60.89,52.85,99.35,14.6,26.2,18.5,23.2,16.6,67.3,0,,25.6,27,17,21.3,16.3,74,0,,14
2/18/2021,46.13,64.23,78.89,90.18,73.09,60.52,63.93,60.59,52.02,103.4,14.88,29.7,18.1,24.8,20.7,78.8,0,,16.5,31,18,24.4,14.3,59.6,0,,16.6
2/19/2021,45.36,62.33,76.59,89.3,79,59.24,62.91,60.2,52.37,104.2,14.92,28,23.8,25.5,22.4,83.2,1.7,rain,28.8,31,18,24.6,14.3,58.2,0,,16.6
2/22/2021,45.36,62.33,76.59,89.3,79,61.49,65.24,60.62,54.3,102.05,15.54,25.6,20.1,22.9,19.9,83.3,4.385,rain,20.5,26,18.8,21.3,16.7,76.1,0.198,rain,28.8
2/23/2021,45.36,62.33,76.59,89.3,79,61.67,65.37,60.63,55.05,103.4,15.16,31.3,22,26.1,21.6,77.1,2.128,rain,23.4,25,17.8,20.9,16,74.3,0,,17.6
2/24/2021,45.36,62.33,76.59,89.3,79,63.22,67.04,60.81,56.7,103.2,14.88,26.7,22.6,24.3,22,87.5,2.988,rain,15.1,28,17,21.8,15,68.9,0,,14.8
2/25/2021,45.36,62.33,76.59,89.3,79,63.53,66.88,60.84,55.76,108,15.2,25.7,18.8,23.2,20.1,83.3,7.081,rain,29.3,23,18,20.1,15,74.2,0.793,rain,7.6
2/26/2021,44.5,60.84,75.25,85.6,74.07,61.5,66.13,60.85,54.37,107.3,14.74,24.2,20.3,22.5,19.3,82.4,0.801,rain,27.5,24,15,18.8,14.9,79,5.165,rain,25.9
3/1/2021,44.5,60.84,75.25,85.6,74.07,60.64,63.69,62.28,56.4,108.45,14.84,25.9,18.1,22.6,18.6,78.8,1.993,rain,13.3,23.2,12.9,17.9,12.3,71.6,0,,16.6
3/2/2021,44.5,60.84,75.25,85.6,74.07,59.75,62.7,61.33,56.07,112.55,14.7,28.5,18.1,23.9,19.7,78.2,0.002,rain,20.4,24.2,15,19.2,13.2,70.1,0.007,rain,14.7
3/3/2021,44.5,60.84,75.25,85.6,74.07,61.28,64.07,62.55,56.52,112.7,15.06,28.9,19.9,24.5,19.8,76.3,0,,20.5,27.2,14,19.9,13.7,69.9,0,,14.8
3/4/2021,44.5,60.84,75.25,85.6,74.07,63.83,66.74,64.8,58.71,110.8,14.96,29.1,20.1,24.5,20,76.7,0,,16.5,30,15.2,21.8,13,63.7,0,,13
3/5/2021,45.75,62.25,77.27,90.96,76.74,66.09,69.36,66.89,60.93,108.7,14.8,27.8,20.3,24.5,20.6,78.9,0.201,rain,29.4,30,17,22.2,14.4,64.7,0,,21.5
3/8/2021,45.75,62.25,77.27,90.96,76.74,65.05,68.24,65.84,60.87,110.55,14.74,32.6,23,27.2,21.6,72.4,0.3,rain,24.5,29,17,21,15.1,70.9,1.983,rain,22.3
3/9/2021,45.75,62.25,77.27,90.96,76.74,64.01,67.52,65.37,59.93,109.5,14.5,30.2,23.1,26.8,22.1,76,0.331,rain,25.2,30,16,22.5,14.7,64.3,0,,13
3/10/2021,45.75,62.25,77.27,90.96,76.74,64.44,67.9,65.54,61.77,109.65,14.32,30,22.6,27.3,23.3,79.4,0.026,rain,24.1,31,17.8,23.4,15.5,64.1,3.965,rain,13
3/11/2021,45.75,62.25,77.27,90.96,76.74,66.02,69.63,66.65,61.31,,14.58,29.7,22.1,25.7,22.4,82.6,0.3,rain,30.6,31.9,18.1,23.8,14.3,58.4,0.198,rain,16.6
3/12/2021,45.37,62.48,77.66,91.56,77.04,65.61,69.22,66.5,61.97,109.1,14.66,28.6,23.3,25.6,22,80.9,0.003,rain,18,26,17.9,21.2,15.1,68.8,0,,23.3
3/15/2021,45.37,62.48,77.66,91.56,77.04,65.39,68.88,66.38,60.39,110.5,15,31.7,22.1,26.3,20.8,73.3,0,,26.6,27,13,20.1,12.6,65.7,0,,13
3/16/2021,45.37,62.48,77.66,91.56,77.04,64.8,68.39,66.05,59.11,109.55,14.98,28,21.3,24.6,21.5,82.8,0.8,rain,18.3,29,14.9,21.4,13.4,63.3,0,,18.4
3/17/2021,45.37,62.48,77.66,91.56,77.04,64.6,68,65.77,59.37,106.55,14.98,28.7,20.8,24.8,21.7,83.2,2.15,rain,15.5,27,16.9,21.2,13.3,62.8,0,,18.4
3/18/2021,45.37,62.48,77.66,91.56,77.04,60,63.28,63.9,56.81,103.8,14.9,28.7,21.8,24.4,21.6,85.3,13.4,rain,15.1,27,18,21.6,14.9,67.2,0,,9.4
3/19/2021,50.48,67.69,83.4,96.48,80.22,61.42,64.53,64.57,56.49,108.5,14.62,31,20.1,25.6,21.4,79.2,0.4,rain,20.5,26.2,16,21.2,15.2,70.1,0,,20.5
3/22/2021,50.48,67.69,83.4,96.48,80.22,61.55,64.62,64.71,55.91,109.85,14.8,25,18.6,22.2,17.7,76.1,0.025,rain,26.3,22.7,17,19,15.3,79.6,0.035,rain,18.4
3/23/2021,50.48,67.69,83.4,96.48,80.22,57.76,60.79,63.72,55.22,108.65,14.52,26,17.3,22.5,17.2,72.5,0.2,rain,15.5,23,16,18.7,14.6,78.4,0.795,rain,16.6
3/24/2021,50.48,67.69,83.4,96.48,80.22,61.18,64.41,64.5,56.34,106,14.3,25.6,19.1,22.7,17.6,73.6,0.1,rain,13,23,14,17.7,12.5,73.7,0,,15.8
3/25/2021,50.48,67.69,83.4,96.48,80.22,58.56,61.95,64.05,56.18,103,14.4,22,19.3,20.8,18.7,88.2,0.093,rain,17.6,22,15,18,13.6,76.9,0,,16.5
3/26/2021,49.07,72.39,87.65,100.1,81.08,60.97,64.57,64.43,57.71,104.2,14.5,24.8,18.6,21.6,19.4,87.6,0.297,rain,19.8,26,14.9,19.6,12.1,66.5,0,,15.8
